CBSA Code,Metro Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County,State Abbreviation
32140,,,"Marshall, MN",Micropolitan Statistical Area,,,Lyon County,Minnesota,27,083,Central,MN
32180,,,"Marshall, MO",Micropolitan Statistical Area,,,Saline County,Missouri,29,195,Central,MO
32220,,346,"Marshall, TX",Micropolitan Statistical Area,,"Longview-Marshall, TX",Harrison County,Texas,48,203,Central,TX
32260,,,"Marshalltown, IA",Micropolitan Statistical Area,,,Marshall County,Iowa,19,127,Central,IA
32280,,362,"Martin, TN",Micropolitan Statistical Area,,"Martin-Union City, TN-KY",Weakley County,Tennessee,47,183,Central,TN
32300,,,"Martinsville, VA",Micropolitan Statistical Area,,,Henry County,Virginia,51,089,Central,VA
32300,,,"Martinsville, VA",Micropolitan Statistical Area,,,Martinsville city,Virginia,51,690,Central,VA
32340,,,"Maryville, MO",Micropolitan Statistical Area,,,Nodaway County,Missouri,29,147,Central,MO
32380,,,"Mason City, IA",Micropolitan Statistical Area,,,Cerro Gordo County,Iowa,19,033,Central,IA
32380,,,"Mason City, IA",Micropolitan Statistical Area,,,Worth County,Iowa,19,195,Outlying,IA
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-San Germán, PR",Hormigueros Municipio,Puerto Rico,72,067,Central,PR
32420,,364,"Mayagüez, PR",Metropolitan Statistical Area,,"Mayagüez-San Germán, PR",Mayagüez Municipio,Puerto Rico,72,097,Central,PR
32460,,424,"Mayfield, KY",Micropolitan Statistical Area,,"Paducah-Mayfield, KY-IL",Graves County,Kentucky,21,083,Central,KY
32500,,178,"Maysville, KY",Micropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Mason County,Kentucky,21,161,Central,KY
32540,,,"McAlester, OK",Micropolitan Statistical Area,,,Pittsburg County,Oklahoma,40,121,Central,OK
32580,,365,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,,"McAllen-Edinburg, TX",Hidalgo County,Texas,48,215,Central,TX
32620,,,"McComb, MS",Micropolitan Statistical Area,,,Amite County,Mississippi,28,005,Outlying,MS
32620,,,"McComb, MS",Micropolitan Statistical Area,,,Pike County,Mississippi,28,113,Central,MS
32660,,,"McMinnville, TN",Micropolitan Statistical Area,,,Warren County,Tennessee,47,177,Central,TN
32700,,,"McPherson, KS",Micropolitan Statistical Area,,,McPherson County,Kansas,20,113,Central,KS
32740,,240,"Meadville, PA",Micropolitan Statistical Area,,"Erie-Meadville, PA",Crawford County,Pennsylvania,42,039,Central,PA
32780,,366,"Medford, OR",Metropolitan Statistical Area,,"Medford-Grants Pass, OR",Jackson County,Oregon,41,029,Central,OR
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Crittenden County,Arkansas,05,035,Central,AR
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Benton County,Mississippi,28,009,Outlying,MS
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",DeSoto County,Mississippi,28,033,Central,MS
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Marshall County,Mississippi,28,093,Outlying,MS
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Tate County,Mississippi,28,137,Outlying,MS
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Tunica County,Mississippi,28,143,Outlying,MS
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Fayette County,Tennessee,47,047,Outlying,TN
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Shelby County,Tennessee,47,157,Central,TN
32820,,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,"Memphis-Forrest City, TN-MS-AR",Tipton County,Tennessee,47,167,Outlying,TN
32860,,232,"Menomonie, WI",Micropolitan Statistical Area,,"Eau Claire-Menomonie, WI",Dunn County,Wisconsin,55,033,Central,WI
32900,,382,"Merced, CA",Metropolitan Statistical Area,,"Modesto-Merced, CA",Merced County,California,06,047,Central,CA
32940,,,"Meridian, MS",Micropolitan Statistical Area,,,Clarke County,Mississippi,28,023,Outlying,MS
32940,,,"Meridian, MS",Micropolitan Statistical Area,,,Kemper County,Mississippi,28,069,Outlying,MS
32940,,,"Meridian, MS",Micropolitan Statistical Area,,,Lauderdale County,Mississippi,28,075,Central,MS
32980,,554,"Merrill, WI",Micropolitan Statistical Area,,"Wausau-Stevens Point-Wisconsin Rapids, WI",Lincoln County,Wisconsin,55,069,Central,WI
33020,,190,"Mexico, MO",Micropolitan Statistical Area,,"Columbia-Moberly-Mexico, MO",Audrain County,Missouri,29,007,Central,MO
33060,,309,"Miami, OK",Micropolitan Statistical Area,,"Joplin-Miami, MO-OK",Ottawa County,Oklahoma,40,115,Central,OK
33100,22744,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-Port St. Lucie, FL",Broward County,Florida,12,011,Central,FL
33100,33124,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-Port St. Lucie, FL",Miami-Dade County,Florida,12,086,Central,FL
33100,48424,370,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,"West Palm Beach-Boca Raton-Delray Beach, FL","Miami-Fort Lauderdale-Port St. Lucie, FL",Palm Beach County,Florida,12,099,Central,FL
33140,,176,"Michigan City-La Porte, IN",Metropolitan Statistical Area,,"Chicago-Naperville, IL-IN-WI",LaPorte County,Indiana,18,091,Central,IN
33180,,,"Middlesborough, KY",Micropolitan Statistical Area,,,Bell County,Kentucky,21,013,Central,KY
33220,,474,"Midland, MI",Metropolitan Statistical Area,,"Saginaw-Midland-Bay City, MI",Midland County,Michigan,26,111,Central,MI
33260,,372,"Midland, TX",Metropolitan Statistical Area,,"Midland-Odessa, TX",Martin County,Texas,48,317,Outlying,TX
33260,,372,"Midland, TX",Metropolitan Statistical Area,,"Midland-Odessa, TX",Midland County,Texas,48,329,Central,TX
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,,,Baldwin County,Georgia,13,009,Central,GA
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,,,Hancock County,Georgia,13,141,Outlying,GA
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Milwaukee County,Wisconsin,55,079,Central,WI
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Ozaukee County,Wisconsin,55,089,Central,WI
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Washington County,Wisconsin,55,131,Outlying,WI
33340,,376,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Waukesha County,Wisconsin,55,133,Central,WI
33420,,206,"Mineral Wells, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Palo Pinto County,Texas,48,363,Central,TX
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Anoka County,Minnesota,27,003,Central,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Carver County,Minnesota,27,019,Central,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Chisago County,Minnesota,27,025,Outlying,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Dakota County,Minnesota,27,037,Central,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Hennepin County,Minnesota,27,053,Central,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Isanti County,Minnesota,27,059,Outlying,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Le Sueur County,Minnesota,27,079,Outlying,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Mille Lacs County,Minnesota,27,095,Outlying,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Ramsey County,Minnesota,27,123,Central,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Scott County,Minnesota,27,139,Central,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Sherburne County,Minnesota,27,141,Central,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Sibley County,Minnesota,27,143,Outlying,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Washington County,Minnesota,27,163,Central,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Wright County,Minnesota,27,171,Central,MN
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",Pierce County,Wisconsin,55,093,Outlying,WI
33460,,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,"Minneapolis-St. Paul, MN-WI",St. Croix County,Wisconsin,55,109,Outlying,WI
33500,,,"Minot, ND",Micropolitan Statistical Area,,,McHenry County,North Dakota,38,049,Outlying,ND
33500,,,"Minot, ND",Micropolitan Statistical Area,,,Renville County,North Dakota,38,075,Outlying,ND
33500,,,"Minot, ND",Micropolitan Statistical Area,,,Ward County,North Dakota,38,101,Central,ND
33540,,,"Missoula, MT",Metropolitan Statistical Area,,,Missoula County,Montana,30,063,Central,MT
33580,,,"Mitchell, SD",Micropolitan Statistical Area,,,Davison County,South Dakota,46,035,Central,SD
33580,,,"Mitchell, SD",Micropolitan Statistical Area,,,Hanson County,South Dakota,46,061,Outlying,SD
33620,,190,"Moberly, MO",Micropolitan Statistical Area,,"Columbia-Moberly-Mexico, MO",Randolph County,Missouri,29,175,Central,MO
33660,,380,"Mobile, AL",Metropolitan Statistical Area,,"Mobile-Daphne-Fairhope, AL",Mobile County,Alabama,01,097,Central,AL
33700,,382,"Modesto, CA",Metropolitan Statistical Area,,"Modesto-Merced, CA",Stanislaus County,California,06,099,Central,CA
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Ouachita Parish,Louisiana,22,073,Central,LA
33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Union Parish,Louisiana,22,111,Outlying,LA
33780,,220,"Monroe, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Monroe County,Michigan,26,115,Central,MI
33860,,,"Montgomery, AL",Metropolitan Statistical Area,,,Autauga County,Alabama,01,001,Central,AL
33860,,,"Montgomery, AL",Metropolitan Statistical Area,,,Elmore County,Alabama,01,051,Central,AL
33860,,,"Montgomery, AL",Metropolitan Statistical Area,,,Lowndes County,Alabama,01,085,Outlying,AL
33860,,,"Montgomery, AL",Metropolitan Statistical Area,,,Montgomery County,Alabama,01,101,Central,AL
33940,,,"Montrose, CO",Micropolitan Statistical Area,,,Montrose County,Colorado,08,085,Central,CO
33980,,404,"Morehead City, NC",Micropolitan Statistical Area,,"New Bern-Morehead City, NC",Carteret County,North Carolina,37,031,Central,NC
34020,,318,"Morgan City, LA",Micropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",St. Mary Parish,Louisiana,22,101,Central,LA
34060,,390,"Morgantown, WV",Metropolitan Statistical Area,,"Morgantown-Fairmont, WV",Monongalia County,West Virginia,54,061,Central,WV
34060,,390,"Morgantown, WV",Metropolitan Statistical Area,,"Morgantown-Fairmont, WV",Preston County,West Virginia,54,077,Outlying,WV
34100,,314,"Morristown, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Hamblen County,Tennessee,47,063,Central,TN
34100,,314,"Morristown, TN",Metropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Jefferson County,Tennessee,47,089,Central,TN
34140,,446,"Moscow, ID",Micropolitan Statistical Area,,"Pullman-Moscow, WA-ID",Latah County,Idaho,16,057,Central,ID
34180,,393,"Moses Lake, WA",Micropolitan Statistical Area,,"Moses Lake-Othello, WA",Grant County,Washington,53,025,Central,WA
34220,,,"Moultrie, GA",Micropolitan Statistical Area,,,Colquitt County,Georgia,13,071,Central,GA
34260,,,"Mountain Home, AR",Micropolitan Statistical Area,,,Baxter County,Arkansas,05,005,Central,AR
34300,,147,"Mountain Home, ID",Micropolitan Statistical Area,,"Boise City-Mountain Home-Ontario, ID-OR",Elmore County,Idaho,16,039,Central,ID
34340,,268,"Mount Airy, NC",Micropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Surry County,North Carolina,37,171,Central,NC
34380,,394,"Mount Pleasant, MI",Micropolitan Statistical Area,,"Mount Pleasant-Alma, MI",Isabella County,Michigan,26,073,Central,MI
34420,,,"Mount Pleasant, TX",Micropolitan Statistical Area,,,Titus County,Texas,48,449,Central,TX
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Bath County,Kentucky,21,011,Outlying,KY
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Menifee County,Kentucky,21,165,Outlying,KY
34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Montgomery County,Kentucky,21,173,Central,KY
34500,,,"Mount Vernon, IL",Micropolitan Statistical Area,,,Jefferson County,Illinois,17,081,Central,IL
34540,,198,"Mount Vernon, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Knox County,Ohio,39,083,Central,OH
34580,,500,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,,"Seattle-Tacoma, WA",Skagit County,Washington,53,057,Central,WA
34620,,294,"Muncie, IN",Metropolitan Statistical Area,,"Indianapolis-Carmel-Muncie, IN",Delaware County,Indiana,18,035,Central,IN
34660,,,"Murray, KY",Micropolitan Statistical Area,,,Calloway County,Kentucky,21,035,Central,KY
34700,,209,"Muscatine, IA",Micropolitan Statistical Area,,"Davenport-Moline, IA-IL",Muscatine County,Iowa,19,139,Central,IA
34740,,266,"Muskegon, MI",Metropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Muskegon County,Michigan,26,121,Central,MI
34780,,538,"Muskogee, OK",Micropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Muskogee County,Oklahoma,40,101,Central,OK
34820,,396,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,,"Myrtle Beach-Conway, SC-NC",Brunswick County,North Carolina,37,019,Central,NC
34820,,396,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,,"Myrtle Beach-Conway, SC-NC",Horry County,South Carolina,45,051,Central,SC
34860,,,"Nacogdoches, TX",Micropolitan Statistical Area,,,Nacogdoches County,Texas,48,347,Central,TX
34900,,488,"Napa, CA",Metropolitan Statistical Area,,"San Jose-San Francisco-Oakland, CA",Napa County,California,06,055,Central,CA
34940,,162,"Naples-Immokalee-Marco Island, FL",Metropolitan Statistical Area,,"Cape Coral-Fort Myers-Naples, FL",Collier County,Florida,12,021,Central,FL
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Cannon County,Tennessee,47,015,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Cheatham County,Tennessee,47,021,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Davidson County,Tennessee,47,037,Central,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Dickson County,Tennessee,47,043,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Hickman County,Tennessee,47,081,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Macon County,Tennessee,47,111,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Maury County,Tennessee,47,119,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Robertson County,Tennessee,47,147,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Rutherford County,Tennessee,47,149,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Smith County,Tennessee,47,159,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Sumner County,Tennessee,47,165,Central,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Trousdale County,Tennessee,47,169,Outlying,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Williamson County,Tennessee,47,187,Central,TN
34980,,400,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,"Nashville-Davidson--Murfreesboro, TN",Wilson County,Tennessee,47,189,Central,TN
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,,,Concordia Parish,Louisiana,22,029,Central,LA
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,,,Adams County,Mississippi,28,001,Central,MS
35060,,,"Natchitoches, LA",Micropolitan Statistical Area,,,Natchitoches Parish,Louisiana,22,069,Central,LA
35100,,404,"New Bern, NC",Metropolitan Statistical Area,,"New Bern-Morehead City, NC",Craven County,North Carolina,37,049,Central,NC
35100,,404,"New Bern, NC",Metropolitan Statistical Area,,"New Bern-Morehead City, NC",Jones County,North Carolina,37,103,Outlying,NC
35100,,404,"New Bern, NC",Metropolitan Statistical Area,,"New Bern-Morehead City, NC",Pamlico County,North Carolina,37,137,Outlying,NC
35140,,192,"Newberry, SC",Micropolitan Statistical Area,,"Columbia-Orangeburg-Newberry, SC",Newberry County,South Carolina,45,071,Central,SC
35220,,294,"New Castle, IN",Micropolitan Statistical Area,,"Indianapolis-Carmel-Muncie, IN",Henry County,Indiana,18,065,Central,IN
35260,,430,"New Castle, PA",Micropolitan Statistical Area,,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Lawrence County,Pennsylvania,42,073,Central,PA
35300,,408,"New Haven-Milford, CT",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",New Haven County,Connecticut,09,009,Central,CT
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Jefferson Parish,Louisiana,22,051,Central,LA
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Orleans Parish,Louisiana,22,071,Central,LA
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Plaquemines Parish,Louisiana,22,075,Central,LA
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. Bernard Parish,Louisiana,22,087,Central,LA
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. Charles Parish,Louisiana,22,089,Central,LA
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. James Parish,Louisiana,22,093,Outlying,LA
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. John the Baptist Parish,Louisiana,22,095,Central,LA
35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",St. Tammany Parish,Louisiana,22,103,Outlying,LA
35420,,184,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Tuscarawas County,Ohio,39,157,Central,OH
35440,,,"Newport, OR",Micropolitan Statistical Area,,,Lincoln County,Oregon,41,041,Central,OR
35460,,314,"Newport, TN",Micropolitan Statistical Area,,"Knoxville-Morristown-Sevierville, TN",Cocke County,Tennessee,47,029,Central,TN
35500,,218,"Newton, IA",Micropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Jasper County,Iowa,19,099,Central,IA
35580,,359,"New Ulm, MN",Micropolitan Statistical Area,,"Mankato-New Ulm-North Mankato, MN",Brown County,Minnesota,27,015,Central,MN
35620,20524,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Dutchess County-Putnam County, NY","New York-Newark, NY-NJ-CT-PA",Dutchess County,New York,36,027,Outlying,NY
35620,20524,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Dutchess County-Putnam County, NY","New York-Newark, NY-NJ-CT-PA",Putnam County,New York,36,079,Central,NY
35620,35004,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Nassau County-Suffolk County, NY","New York-Newark, NY-NJ-CT-PA",Nassau County,New York,36,059,Central,NY
35620,35004,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Nassau County-Suffolk County, NY","New York-Newark, NY-NJ-CT-PA",Suffolk County,New York,36,103,Central,NY
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Essex County,New Jersey,34,013,Central,NJ
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Hunterdon County,New Jersey,34,019,Central,NJ
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Morris County,New Jersey,34,027,Central,NJ
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Somerset County,New Jersey,34,035,Central,NJ
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Sussex County,New Jersey,34,037,Central,NJ
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,34,039,Central,NJ
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Pike County,Pennsylvania,42,103,Outlying,PA
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Bergen County,New Jersey,34,003,Central,NJ
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Hudson County,New Jersey,34,017,Central,NJ
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Middlesex County,New Jersey,34,023,Central,NJ
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Monmouth County,New Jersey,34,025,Central,NJ
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Ocean County,New Jersey,34,029,Central,NJ
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Passaic County,New Jersey,34,031,Central,NJ
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Bronx County,New York,36,005,Central,NY
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Kings County,New York,36,047,Central,NY
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",New York County,New York,36,061,Central,NY
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Orange County,New York,36,071,Outlying,NY
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Queens County,New York,36,081,Central,NY
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Richmond County,New York,36,085,Central,NY
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Rockland County,New York,36,087,Central,NY
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Westchester County,New York,36,119,Central,NY
